,Name,Party,Start Date,End Date,Wikidata_ID,gender,birthday,twitter_username,twitter_numeric_user_id,subscriber_count,start_date,point_in_time,period,Location,Age,Seniority,Image_URL
131,Raymond de Roon,,PVV,20 september 2012,Q122841334,male,+1952-09-01T00:00:00Z,r_deroonpvv,r_deroonpvv,1352.0,+2015-12-04T00:00:00Z,+2020-04-15T00:00:00Z,2012_2017,,,,
132,Sander de Rouwe,,CDA,20 september 2012,Q122841334,male,+1980-11-01T00:00:00Z,Sanderderouwe,Sanderderouwe,10775.0,+2009-01-19T00:00:00Z,+2020-04-27T00:00:00Z,2012_2017,,,,
133,Arno Rutte,,VVD,20 september 2012,Q122841334,male,+1972-04-24T00:00:00Z,arnorutte,arnorutte,6135.0,+2009-06-22T00:00:00Z,+2020-04-19T00:00:00Z,2012_2017,,,,
134,Mark Rutte,,VVD,20 september 2012,Q122841334,male,+1967-02-14T00:00:00Z,markrutte,markrutte,112900.0,+2008-10-12T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,
135,Diederik Samsom,,PvdA,20 september 2012,Q122841334,male,+1971-07-10T00:00:00Z,diederiksamsom,diederiksamsom,157885.0,+2009-01-14T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,
136,Jolande Sap,,GL,20 september 2012,Q122841334,female,+1963-05-22T00:00:00Z,,,,,,2012_2017,,,,
137,Edith Schippers,,VVD,20 september 2012,Q122841334,female,+1964-08-25T00:00:00Z,EdithSchippernl,EdithSchippernl,,,+2021-01-01T00:00:00Z,2012_2017,,,,
138,Carola Schouten,,CU,20 september 2012,Q122841334,female,+1977-10-06T00:00:00Z,carolaschouten,carolaschouten,12025.0,+2009-04-23T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,
139,Gerard Schouw,,D66,20 september 2012,Q122841334,male,+1965-12-30T00:00:00Z,,,,,,2012_2017,,,,
140,Anoushka Schut-Welkzijn,,VVD,20 september 2012,Q122841334,female,+1969-02-06T00:00:00Z,AnoushkaSW,AnoushkaSW,2420.0,+2010-02-25T00:00:00Z,+2020-04-15T00:00:00Z,2012_2017,,,,
141,Gert-Jan Segers,,CU,20 september 2012,Q122841334,male,+1969-07-09T00:00:00Z,gertjansegers,gertjansegers,48699.0,+2010-03-02T00:00:00Z,+2020-04-14T00:00:00Z,2012_2017,,,,
142,Michiel Servaes,,PvdA,20 september 2012,Q122841334,male,+1972-02-21T00:00:00Z,michielservaes,michielservaes,7269.0,+2010-12-20T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,
143,Tjitske Siderius,,SP,3 september 2013,Q122841334,female,+1981-09-24T00:00:00Z,TjitskeSiderius,TjitskeSiderius,3172.0,+2010-10-28T00:00:00Z,+2020-04-27T00:00:00Z,2012_2017,,,,
144,Sjoerd Sjoerdsma,,D66,20 september 2012,Q122841334,male,+1981-07-10T00:00:00Z,swsjoerdsma,swsjoerdsma,20090.0,+2009-03-26T00:00:00Z,+2020-04-24T00:00:00Z,2012_2017,,,,
145,Arie Slob,,CU,20 september 2012,Q122841334,male,+1961-11-16T00:00:00Z,arieslob,arieslob,59995.0,+2009-06-06T00:00:00Z,+2020-04-19T00:00:00Z,2012_2017,,,,
146,Eric Smaling,,SP,14 mei 2013,Q122841334,male,+1957-08-18T00:00:00Z,EricSmaling,EricSmaling,2861.0,+2013-08-22T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,
147,Manja Smits,,SP,20 september 2012,Q122841334,female,+1985-05-27T00:00:00Z,ManjaSmits,ManjaSmits,,+2012-08-13T00:00:00Z,+2020-02-29T00:00:00Z,2012_2017,,,,
148,Kees van der Staaij,,SGP,20 september 2012,Q122841334,male,+1968-09-12T00:00:00Z,keesvdstaaij,keesvdstaaij,76367.0,+2010-03-01T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,
149,Ard van der Steur,,VVD,20 september 2012,Q122841334,male,+1969-10-07T00:00:00Z,ArdvanderSteur,ArdvanderSteur,,+2010-01-03T00:00:00Z,+2020-03-23T00:00:00Z,2012_2017,,,,
150,Karin Straus,,VVD,20 september 2012,Q122841334,female,+1971-04-06T00:00:00Z,KarinStraus,KarinStraus,7035.0,+2009-09-10T00:00:00Z,+2020-04-26T00:00:00Z,2012_2017,,,,
151,Henri Swinkels,,SP,14 mei 2014,Q122841334,male,+1963-10-25T00:00:00Z,henriswinkels,henriswinkels,2302.0,+2010-09-13T00:00:00Z,+2020-04-20T00:00:00Z,2012_2017,,,,
152,Judith Swinkels,,D66,3 november 2015,Q122841334,female,+1961-06-04T00:00:00Z,judswink,judswink,990.0,+2010-04-12T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,
153,Grace Tanamal,,PvdA,8 november 2012,Q122841334,female,+1957-01-10T00:00:00Z,GraceTanamal,GraceTanamal,1151.0,+2010-05-11T00:00:00Z,+2020-06-16T00:00:00Z,2012_2017,,,,
154,Joost Taverne,,VVD,8 november 2012,Q122841334,male,+1971-09-22T00:00:00Z,JoostTaverne,JoostTaverne,3258.0,+2011-09-06T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,
155,Fred Teeven,,VVD,20 september 2012,Q122841334,male,+1958-08-05T00:00:00Z,,,,,,2012_2017,,,,
156,Ockje Tellegen,,VVD,20 september 2012,Q122841334,female,+1974-10-16T00:00:00Z,ockjetellegen,ockjetellegen,4914.0,+2011-09-29T00:00:00Z,+2020-04-30T00:00:00Z,2012_2017,,,,
157,Marianne Thieme,,PvdD,20 september 2012,Q122841334,female,+1972-03-06T00:00:00Z,mariannethieme,mariannethieme,125842.0,+2008-06-23T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,
158,Frans Timmermans,,PvdA,20 september 2012,Q122841334,male,+1961-05-06T00:00:00Z,TimmermansEU,TimmermansEU,149794.0,+2013-04-30T00:00:00Z,+2020-04-27T00:00:00Z,2012_2017,,,,
159,Liesbeth van Tongeren,,GL,20 september 2012,Q122841334,female,+1958-03-31T00:00:00Z,GroenLiesbeth,GroenLiesbeth,27366.0,+2009-05-01T00:00:00Z,+2020-04-25T00:00:00Z,2012_2017,,,,
160,Madeleine van Toorenburg,,CDA,20 september 2012,Q122841334,female,+1968-05-10T00:00:00Z,MvanToorenburg,MvanToorenburg,14070.0,+2010-03-04T00:00:00Z,+2020-04-26T00:00:00Z,2012_2017,,,,
161,Paul Ulenbelt,,SP,20 september 2012,Q122841334,male,+1952-04-01T00:00:00Z,paululenbelt,paululenbelt,10067.0,+2010-11-10T00:00:00Z,+2020-04-22T00:00:00Z,2012_2017,,,,
162,Emre Ünver,,PvdA,14 december 2016,Q122841334,male,+1981-11-19T00:00:00Z,,,,,,2012_2017,,,,
163,Michiel van Veen,,VVD,20 september 2012,Q122841334,male,+1971-03-20T00:00:00Z,MichielvanVeen,MichielvanVeen,,+2011-04-30T00:00:00Z,+2020-02-27T00:00:00Z,2012_2017,,,,
164,Rien van der Velde,,PvdA,25 oktober 2016,Q122841334,male,+1957-02-21T00:00:00Z,RienvdVelde,RienvdVelde,301.0,+2010-05-17T00:00:00Z,+2020-04-27T00:00:00Z,2012_2017,,,,
165,Stientje van Veldhoven,,D66,20 september 2012,Q122841334,female,+1973-06-22T00:00:00Z,SvVeldhoven,SvVeldhoven,23766.0,+2009-03-20T00:00:00Z,+2020-04-27T00:00:00Z,2012_2017,,,,
166,Hayke Veldman,,VVD,25 juni 2014,Q122841334,male,+1969-11-05T00:00:00Z,HaykeVeldman,HaykeVeldman,3488.0,+2009-09-01T00:00:00Z,+2020-04-25T00:00:00Z,2012_2017,,,,
167,Mark Verheijen,,VVD,20 september 2012,Q122841334,male,+1976-08-14T00:00:00Z,markverheijen1,markverheijen1,9319.0,+2009-03-02T00:00:00Z,+2020-04-22T00:00:00Z,2012_2017,,,,
168,Kees Verhoeven,,D66,20 september 2012,Q122841334,male,+1976-04-25T00:00:00Z,KeesVee,KeesVee,24779.0,+2009-08-23T00:00:00Z,+2020-04-26T00:00:00Z,2012_2017,,,,
169,Roos Vermeij,,PvdA,20 september 2012,Q122841334,female,+1968-03-28T00:00:00Z,roosvermeij,roosvermeij,3488.0,+2009-07-16T00:00:00Z,+2020-04-23T00:00:00Z,2012_2017,,,,
170,Joyce Vermue,,PvdA,22 september 2015,Q122841334,female,+1985-06-22T00:00:00Z,joycevermue,joycevermue,611.0,+2009-04-01T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,
171,Barbara Visser,,VVD,20 september 2012,Q122841334,female,+1977-08-16T00:00:00Z,barbara_visser1,barbara_visser1,,+2014-06-12T00:00:00Z,,2012_2017,,,,
172,Roland van Vliet,,PVV[ap],20 september 2012,Q122841334,male,+1969-11-25T00:00:00Z,,,,,,2012_2017,,,,
173,Marith Volp,,PvdA,3 september 2013,Q122841334,female,+1972-10-02T00:00:00Z,marithvolp,marithvolp,2000.0,+2015-08-26T00:00:00Z,+2020-04-22T00:00:00Z,2012_2017,,,,
174,Joël Voordewind,,CU,20 september 2012,Q122841334,male,+1965-07-09T00:00:00Z,JoelVoordewind,JoelVoordewind,21084.0,+2009-08-30T00:00:00Z,+2020-04-25T00:00:00Z,2012_2017,,,,
175,Linda Voortman,,GL,30 oktober 2012,Q122841334,female,+1979-06-27T00:00:00Z,lindavoortman,lindavoortman,21965.0,+2009-03-01T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,
176,Jan Vos,,PvdA,20 september 2012,Q122841334,male,+1888-04-17T00:00:00Z,,,,,,2012_2017,,,,
177,Mei Li Vos,,PvdA,20 september 2012,Q122841334,female,+1970-03-31T00:00:00Z,meilivos,meilivos,32467.0,+2009-03-18T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,
178,Albert de Vries,,PvdA,20 september 2012,Q122841334,male,,,,,,,2012_2017,,,,
179,Aukje de Vries,,VVD,8 november 2012,Q122841334,female,+1964-10-21T00:00:00Z,aukjedevries,aukjedevries,5966.0,+2009-01-03T00:00:00Z,+2020-04-19T00:00:00Z,2012_2017,,,,
180,Ronald Vuijk,,VVD,8 november 2012,Q122841334,male,+1965-10-22T00:00:00Z,RonaldVuijk,RonaldVuijk,3937.0,+2009-03-13T00:00:00Z,+2020-04-27T00:00:00Z,2012_2017,,,,
181,Frank Wassenberg,,PvdD,17 november 2015,Q122841334,male,+1966-05-02T00:00:00Z,WassenbergFrank,WassenbergFrank,4791.0,+2012-08-16T00:00:00Z,+2020-04-27T00:00:00Z,2012_2017,,,,
182,Frans Weekers,,VVD,20 september 2012,Q122841334,male,+1967-10-17T00:00:00Z,,,,,,2012_2017,,,,
183,Steven van Weyenberg,,D66,20 september 2012,Q122841334,male,+1973-03-21T00:00:00Z,svanweyenberg,svanweyenberg,11582.0,+2010-03-25T00:00:00Z,+2020-04-24T00:00:00Z,2012_2017,,,,
184,Jeroen van Wijngaarden,,VVD,1 juli 2014,Q122841334,male,+1978-03-29T00:00:00Z,vanwijngaardenj,vanwijngaardenj,1736.0,+2013-04-25T00:00:00Z,+2020-04-24T00:00:00Z,2012_2017,,,,
185,Geert Wilders,,PVV,20 september 2012,Q122841334,male,+1963-09-06T00:00:00Z,geertwilderspvv,geertwilderspvv,950235.0,+2009-05-22T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,
186,Jan de Wit,,SP,20 september 2012,Q122841334,male,+1695-12-19T00:00:00Z,,,,,,2012_2017,,,,
187,Agnes Wolbert,,PvdA,20 september 2012,Q122841334,female,+1958-08-20T00:00:00Z,agneswolbert,agneswolbert,6550.0,+2010-03-01T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,
188,Bas van 't Wout,,VVD,20 september 2012,Q122841334,male,+1979-04-22T00:00:00Z,bvantwout,bvantwout,4681.0,+2009-03-17T00:00:00Z,+2020-04-19T00:00:00Z,2012_2017,,,,
189,Loes Ypma,,PvdA,20 september 2012,Q122841334,female,+1980-02-20T00:00:00Z,Loesypma,Loesypma,7002.0,+2010-01-06T00:00:00Z,+2020-04-26T00:00:00Z,2012_2017,,,,
190,Keklik Yücel,,PvdA,20 september 2012,Q122841334,female,+1968-05-05T00:00:00Z,keklikyucel,keklikyucel,9671.0,+2010-02-28T00:00:00Z,+2020-04-21T00:00:00Z,2012_2017,,,,
191,Erik Ziengs,,VVD,20 september 2012,Q122841334,male,+1960-09-27T00:00:00Z,erikziengs,erikziengs,7576.0,+2010-03-16T00:00:00Z,+2020-04-15T00:00:00Z,2012_2017,,,,
192,Halbe Zijlstra,,VVD,20 september 2012,Q122841334,male,+1969-01-21T00:00:00Z,HalbeZijlstra,HalbeZijlstra,28199.0,+2010-03-09T00:00:00Z,+2020-05-01T00:00:00Z,2012_2017,,,,
0,Thierry Aartsen,VVD,13 september 2018,31 maart 2021,Q122841334,male,+1989-12-19T00:00:00Z,ThierryAartsen,ThierryAartsen,,+2009-01-19T00:00:00Z,+2021-03-29T00:00:00Z,2017_2021,,,,
1,Tamara van Ark,VVD,23 maart 2017,25 oktober 2017,Q122841334,female,+1974-08-11T00:00:00Z,tamaravanark,tamaravanark,8298.0,+2009-02-09T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
2,Malik Azmani,VVD,23 maart 2017,10 juni 2019,Q122841334,male,+1976-01-20T00:00:00Z,MalikAzmani,MalikAzmani,5963.0,+2011-10-12T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
3,Bente Becker,VVD,23 maart 2017,31 maart 2021,Q122841334,female,+1985-08-12T00:00:00Z,bentebecker,bentebecker,,+2010-05-06T00:00:00Z,+2020-03-19T00:00:00Z,2017_2021,,,,
4,Martijn Bolkestein,VVD,2 juli 2020,31 maart 2021,Q122841334,male,+1972-03-13T00:00:00Z,,,,,,2017_2021,,,,
5,Albert van den Bosch,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1955-09-18T00:00:00Z,,,,,,2017_2021,,,,
6,André Bosman,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1621-00-00T00:00:00Z,,,,,,2017_2021,,,,
7,Han ten Broeke,VVD,23 maart 2017,4 september 2018,Q122841334,male,+1969-03-02T00:00:00Z,HanTenBroeke,HanTenBroeke,24441.0,+2010-02-23T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
8,Sander Dekker,VVD,23 maart 2017,25 oktober 2017,Q122841334,male,+1975-02-09T00:00:00Z,SanderDekker,SanderDekker,27462.0,+2009-06-04T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
9,Klaas Dijkhoff,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1981-01-13T00:00:00Z,dijkhoff,dijkhoff,74297.0,+2009-01-06T00:00:00Z,+2020-04-19T00:00:00Z,2017_2021,,,,
10,Remco Dijkstra,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1972-08-18T00:00:00Z,remcovvd,remcovvd,9514.0,+2009-04-15T00:00:00Z,+2020-04-23T00:00:00Z,2017_2021,,,,
11,Pieter Duisenberg,VVD,23 maart 2017,6 september 2017,Q122841334,male,+1967-06-02T00:00:00Z,PDuisenberg,PDuisenberg,4658.0,+2012-07-13T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
12,Zohair El Yassini,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1979-11-17T00:00:00Z,ZelYassini,ZelYassini,,+2011-01-26T00:00:00Z,+2020-12-28T00:00:00Z,2017_2021,,,,
13,Tobias van Gent,VVD,5 september 2018,31 maart 2021,Q122841334,male,+1967-01-14T00:00:00Z,,,,,,2017_2021,,,,
14,Wybren van Haga,VVD,31 oktober 2017,24 september 2019,Q122841334,male,+1967-01-31T00:00:00Z,wybrenvanhaga,wybrenvanhaga,4842.0,+2010-05-04T00:00:00Z,+2020-06-16T00:00:00Z,2017_2021,,,,
15,Mark Harbers,VVD,23 maart 2017,25 oktober 2017,Q122841334,male,+1969-04-19T00:00:00Z,markharbers,markharbers,14179.0,+2010-02-18T00:00:00Z,+2020-04-15T00:00:00Z,2017_2021,,,,
16,N/A,VVD,31 maart 2021,N/A,Q122841334,,,,,,,,2017_2021,,,,
17,Rudmer Heerema,VVD,31 oktober 2017,31 maart 2021,Q122841334,male,+1978-02-02T00:00:00Z,RudmerHeerema,RudmerHeerema,,,,2017_2021,,,,
18,Jeanine Hennis-Plasschaert,VVD,23 maart 2017,12 september 2018,Q122841334,female,+1973-04-07T00:00:00Z,JeanineHennis,JeanineHennis,113447.0,+2009-02-03T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
19,Sophie Hermans,VVD,23 maart 2017,31 maart 2021,Q122841334,,,,,,,,2017_2021,,,,
20,Daniel Koerhuis,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1981-07-26T00:00:00Z,danielkoerhuis,danielkoerhuis,,+2010-02-19T00:00:00Z,+2021-03-23T00:00:00Z,2017_2021,,,,
21,Sven Koopmans,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1973-06-20T00:00:00Z,SvenKoopmansVVD,SvenKoopmansVVD,3686.0,+2016-11-14T00:00:00Z,+2020-04-27T00:00:00Z,2017_2021,,,,
22,Antoinette Laan-Geselschap,VVD,31 oktober 2017,31 maart 2021,Q122841334,female,+1965-04-06T00:00:00Z,,,,,,2017_2021,,,,
23,Leendert de Lange,VVD,31 oktober 2017,2 juli 2019,Q122841334,male,+1972-11-13T00:00:00Z,leendertdelange,leendertdelange,2415.0,+2009-03-25T00:00:00Z,+2020-04-22T00:00:00Z,2017_2021,,,,
24,Roald van der Linde,VVD,7 september 2017,31 maart 2021,Q122841334,male,+1968-11-22T00:00:00Z,RoaldLinde,RoaldLinde,4154.0,+2012-05-14T00:00:00Z,+2020-04-15T00:00:00Z,2017_2021,,,,
25,Helma Lodders,VVD,23 maart 2017,31 maart 2021,Q122841334,female,+1968-06-21T00:00:00Z,HelmaLodders,HelmaLodders,11118.0,+2009-08-17T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
26,Jan Middendorp,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1975-12-26T00:00:00Z,Jan_Middendorp,Jan_Middendorp,,+2010-04-25T00:00:00Z,+2023-04-10T00:00:00Z,2017_2021,,,,
27,Anne Mulder,VVD,23 maart 2017,17 september 2020,Q122841334,male,+1969-12-14T00:00:00Z,a_mulder,a_mulder,,+2010-03-30T00:00:00Z,+2020-03-21T00:00:00Z,2017_2021,,,,
28,Chantal Nijkerken-de Haan,VVD,23 maart 2017,31 maart 2021,Q122841334,female,+1973-09-18T00:00:00Z,cnijkerken,cnijkerken,1608.0,+2010-06-01T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
29,Foort van Oosten,VVD,23 maart 2017,19 februari 2019,Q122841334,male,+1977-06-25T00:00:00Z,foortvanoosten,foortvanoosten,3972.0,+2011-02-05T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
30,Kelly Regterschot,VVD,25 juni 2019,31 maart 2021,Q122841334,female,+1975-02-22T00:00:00Z,RegterschotK,RegterschotK,,+2014-01-09T00:00:00Z,+2021-03-29T00:00:00Z,2017_2021,,,,
31,Arno Rutte,VVD,23 maart 2017,12 oktober 2019,Q122841334,male,+1972-04-24T00:00:00Z,arnorutte,arnorutte,6135.0,+2009-06-22T00:00:00Z,+2020-04-19T00:00:00Z,2017_2021,,,,
32,Mark Rutte,VVD,23 maart 2017,25 oktober 2017,Q122841334,male,+1967-02-14T00:00:00Z,markrutte,markrutte,112900.0,+2008-10-12T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
33,Bart Smals,VVD,3 juli 2019,12 oktober 2019,Q122841334,male,+1970-04-05T00:00:00Z,bsmals,bsmals,,+2009-02-26T00:00:00Z,+2021-03-29T00:00:00Z,2017_2021,,,,
34,N/A,VVD,31 maart 2021,benoemd na het aftreden van Arno Rutte,Q122841334,,,,,,,,2017_2021,,,,
35,Mark Snoeren,VVD,22 september 2020,31 maart 2021,Q122841334,male,+1974-08-25T00:00:00Z,,,,,,2017_2021,,,,
36,Ockje Tellegen,VVD,23 maart 2017,31 maart 2021,Q122841334,female,+1974-10-16T00:00:00Z,ockjetellegen,ockjetellegen,4914.0,+2011-09-29T00:00:00Z,+2020-04-30T00:00:00Z,2017_2021,,,,
37,Judith Tielen,VVD,31 oktober 2017,31 maart 2021,Q122841334,female,+1972-04-02T00:00:00Z,JudithTielenVVD,JudithTielenVVD,,+2010-01-19T00:00:00Z,+2021-03-23T00:00:00Z,2017_2021,,,,
38,Hayke Veldman,VVD,31 oktober 2017,31 maart 2021,Q122841334,male,+1969-11-05T00:00:00Z,HaykeVeldman,HaykeVeldman,3488.0,+2009-09-01T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
39,Barbara Visser,VVD,23 maart 2017,25 oktober 2017,Q122841334,female,+1977-08-16T00:00:00Z,barbara_visser1,barbara_visser1,,+2014-06-12T00:00:00Z,,2017_2021,,,,
40,Aukje de Vries,VVD,23 maart 2017,31 maart 2021,Q122841334,female,+1964-10-21T00:00:00Z,aukjedevries,aukjedevries,5966.0,+2009-01-03T00:00:00Z,+2020-04-19T00:00:00Z,2017_2021,,,,
41,Arne Weverling,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1974-08-30T00:00:00Z,,,,,,2017_2021,,,,
42,Dennis Wiersma,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1986-02-19T00:00:00Z,DennisWiersma,DennisWiersma,,+2008-03-22T00:00:00Z,+2021-03-23T00:00:00Z,2017_2021,,,,
43,Jeroen van Wijngaarden,VVD,20 februari 2019,31 maart 2021,Q122841334,male,+1978-03-29T00:00:00Z,vanwijngaardenj,vanwijngaardenj,1736.0,+2013-04-25T00:00:00Z,+2020-04-24T00:00:00Z,2017_2021,,,,
44,Martin Wörsdörfer,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1972-01-20T00:00:00Z,,,,,,2017_2021,,,,
45,Bas van 't Wout,VVD,23 maart 2017,1 juli 2020,Q122841334,male,+1979-04-22T00:00:00Z,bvantwout,bvantwout,4681.0,+2009-03-17T00:00:00Z,+2020-04-19T00:00:00Z,2017_2021,,,,
46,Dilan Yeşilgöz-Zegerius,VVD,23 maart 2017,31 maart 2021,Q122841334,female,+1977-06-18T00:00:00Z,DilanYesilgoz,DilanYesilgoz,22359.0,+2009-12-25T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
47,Erik Ziengs,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1960-09-27T00:00:00Z,erikziengs,erikziengs,7576.0,+2010-03-16T00:00:00Z,+2020-04-15T00:00:00Z,2017_2021,,,,
48,Halbe Zijlstra,VVD,23 maart 2017,25 oktober 2017,Q122841334,male,+1969-01-21T00:00:00Z,HalbeZijlstra,HalbeZijlstra,28199.0,+2010-03-09T00:00:00Z,+2020-05-01T00:00:00Z,2017_2021,,,,
49,Thierry Aartsen,VVD,13 september 2018,31 maart 2021,Q122841334,male,+1989-12-19T00:00:00Z,ThierryAartsen,ThierryAartsen,,+2009-01-19T00:00:00Z,+2021-03-29T00:00:00Z,2017_2021,,,,
50,Tamara van Ark,VVD,23 maart 2017,25 oktober 2017,Q122841334,female,+1974-08-11T00:00:00Z,tamaravanark,tamaravanark,8298.0,+2009-02-09T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
51,Malik Azmani,VVD,23 maart 2017,10 juni 2019,Q122841334,male,+1976-01-20T00:00:00Z,MalikAzmani,MalikAzmani,5963.0,+2011-10-12T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
52,Bente Becker,VVD,23 maart 2017,31 maart 2021,Q122841334,female,+1985-08-12T00:00:00Z,bentebecker,bentebecker,,+2010-05-06T00:00:00Z,+2020-03-19T00:00:00Z,2017_2021,,,,
53,Martijn Bolkestein,VVD,2 juli 2020,31 maart 2021,Q122841334,male,+1972-03-13T00:00:00Z,,,,,,2017_2021,,,,
54,Albert van den Bosch,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1955-09-18T00:00:00Z,,,,,,2017_2021,,,,
55,André Bosman,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1621-00-00T00:00:00Z,,,,,,2017_2021,,,,
56,Han ten Broeke,VVD,23 maart 2017,4 september 2018,Q122841334,male,+1969-03-02T00:00:00Z,HanTenBroeke,HanTenBroeke,24441.0,+2010-02-23T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
57,Sander Dekker,VVD,23 maart 2017,25 oktober 2017,Q122841334,male,+1975-02-09T00:00:00Z,SanderDekker,SanderDekker,27462.0,+2009-06-04T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
58,Klaas Dijkhoff,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1981-01-13T00:00:00Z,dijkhoff,dijkhoff,74297.0,+2009-01-06T00:00:00Z,+2020-04-19T00:00:00Z,2017_2021,,,,
59,Remco Dijkstra,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1972-08-18T00:00:00Z,remcovvd,remcovvd,9514.0,+2009-04-15T00:00:00Z,+2020-04-23T00:00:00Z,2017_2021,,,,
60,Pieter Duisenberg,VVD,23 maart 2017,6 september 2017,Q122841334,male,+1967-06-02T00:00:00Z,PDuisenberg,PDuisenberg,4658.0,+2012-07-13T00:00:00Z,+2018-05-10T00:00:00Z,2017_2021,,,,
61,Zohair El Yassini,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1979-11-17T00:00:00Z,ZelYassini,ZelYassini,,+2011-01-26T00:00:00Z,+2020-12-28T00:00:00Z,2017_2021,,,,
62,Tobias van Gent,VVD,5 september 2018,31 maart 2021,Q122841334,male,+1967-01-14T00:00:00Z,,,,,,2017_2021,,,,
63,Wybren van Haga,VVD,31 oktober 2017,24 september 2019,Q122841334,male,+1967-01-31T00:00:00Z,wybrenvanhaga,wybrenvanhaga,4842.0,+2010-05-04T00:00:00Z,+2020-06-16T00:00:00Z,2017_2021,,,,
64,Mark Harbers,VVD,23 maart 2017,25 oktober 2017,Q122841334,male,+1969-04-19T00:00:00Z,markharbers,markharbers,14179.0,+2010-02-18T00:00:00Z,+2020-04-15T00:00:00Z,2017_2021,,,,
65,N/A,VVD,31 maart 2021,N/A,Q122841334,,,,,,,,2017_2021,,,,
66,Rudmer Heerema,VVD,31 oktober 2017,31 maart 2021,Q122841334,male,+1978-02-02T00:00:00Z,RudmerHeerema,RudmerHeerema,,,,2017_2021,,,,
67,Jeanine Hennis-Plasschaert,VVD,23 maart 2017,12 september 2018,Q122841334,female,+1973-04-07T00:00:00Z,JeanineHennis,JeanineHennis,113447.0,+2009-02-03T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,
68,Sophie Hermans,VVD,23 maart 2017,31 maart 2021,Q122841334,,,,,,,,2017_2021,,,,
69,Daniel Koerhuis,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1981-07-26T00:00:00Z,danielkoerhuis,danielkoerhuis,,+2010-02-19T00:00:00Z,+2021-03-23T00:00:00Z,2017_2021,,,,
70,Sven Koopmans,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1973-06-20T00:00:00Z,SvenKoopmansVVD,SvenKoopmansVVD,3686.0,+2016-11-14T00:00:00Z,+2020-04-27T00:00:00Z,2017_2021,,,,
71,Antoinette Laan-Geselschap,VVD,31 oktober 2017,31 maart 2021,Q122841334,female,+1965-04-06T00:00:00Z,,,,,,2017_2021,,,,
72,Leendert de Lange,VVD,31 oktober 2017,2 juli 2019,Q122841334,male,+1972-11-13T00:00:00Z,leendertdelange,leendertdelange,2415.0,+2009-03-25T00:00:00Z,+2020-04-22T00:00:00Z,2017_2021,,,,
